store_title,latitude,longitude,meta_description,meta_keyword,meta_title,store_address,store_city,store_state,country,store_description,store_hours_friday,store_hours_monday,store_hours_saturday,store_hours_sunday,store_hours_thursday,store_hours_tuesday,store_hours_wednesday,store_news,store_phone,store_postcode,store_serviced_suburbs,store_url
Godfreys Takanini,-37.04901,174.928739,,,,"Unit 4, The Furlong/Great South Rd, Takanini  2102, New Zealand",Takanini,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,09 298 9922,2102,,
Godfreys Tamworth,-31.090814,150.931956,,,,"36 Fitzroy Street, Tamworth NSW 2340, Australia",Tamworth,New South Wales,Australia,,8:30am - 5:00pm,8:30am - 5:00pm,9:00am - 1:00pm,Closed,8:30am - 5:00pm,8:30am - 5:00pm,8:30am - 5:00pm,,02 6766 7555,2340,,
Godfreys Tauranga,-37.713068,176.152106,,,,"Shop 15, Fraser Cove Shopping Centre, 233 Fraser Street, Tauranga  3112, New Zealand",Tauranga,,New Zealand,"<p>The friendly staff at Godfreys Tauranga are proud to offer exceptional customer service to everyone who walks through the doors. We have a great range of <a href=""http://www.godfreys.co.nz/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>, steam cleaners and <a href=""http://www.godfreys.co.nz/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a>, and we are always happy to offer expert demonstrations of any product that you are interested in so you can feel comfortable using your new cleaner.</p>
<p>&nbsp;</p>
<p>With lots of parking and an easy-to-find location, we'd love to see you at Godfreys Tauranga!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,07 579 6051,3112,"<p>Coromandel Peninsula, Katikati, Matamata, Mt Manganui, Papamoa, Tauranga, Waihi, Whakatane</p>",
Godfreys Taylors Lakes,-37.695147,144.775761,,,,"1/35 Melton Hwy, Taylors Lakes VIC 3038, Australia",Taylors Lakes,Victoria,Australia,"<p><strong>We have moved to 1/35 Melton Highway - come and visit our new store from November 8th onwards!</strong></p>
<p><strong>&nbsp;</strong>Godfreys Taylors Lakes can help with all of your cleaning problems. As well as stocking a large range of brand new <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>, we also have an on-site repairs centre that can repair all types of vacuums. This repair centre is open 7 days a week for your convenience. We also stock a great selection of commercial vacuum cleaners and commercial cleaning products if you are looking for these.&nbsp;</p>
<p>&nbsp;</p>
<p>Godfreys Taylors Lakes has a variety of free services for customers, including free home demonstrations, free pick-up and delivery where required, and of course free expert advice. We can also install ducted vacuum systems where required. Come and say hello today and experience our excellent customer service for yourself!</p>
<p>&nbsp;</p>",9:00am - 8:00pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 8361 6677,3038,"<p>Burnside,&nbsp;Burnside Heights,&nbsp;Cairnlea,&nbsp;Caroline Springs,&nbsp;Delahey,&nbsp;Gisborne,&nbsp;Hillside,&nbsp;Kealba,&nbsp;Keilor Downs,&nbsp;Keilor North,&nbsp;Kings Park,&nbsp;Kyneton,&nbsp;Taylors Lakes, Taylors Hill,&nbsp;New Gisb...",
Godfreys Tea Tree Plaza,-34.831484,138.69174,,,,"Shop 19, Westfield Tea Tree Plaza,  976 North East Road, Modbury SA 5092, Australia",Modbury,South Australia,Australia,"<p>Godfreys Tea Tree Plaza are proud to provide a great range of vacuum cleaners, <a href=""http://www.godfreys.com.au/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a> and steam mops instore. We offer honest advice and friendly service to help you find the best solution to your cleaning problems.&nbsp;</p>
<p>&nbsp;</p>
<p>We are open late on Thursday nights for your convenience, and at Godfreys Tea Tree Plaza we welcome trade-in vacuums, so bring your old cleaner in and we'll see what we can do for you. We are also happy to offer free product demonstrations on any machine instore, so that when you get your new cleaner home you feel comfortable using it in your own home. We look forward to seeing you instore!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8263 1866,5092,"<p>Golden Grove, Highbury, Holden Hill, Hope Valley, Modbury, Para Vista, Ridgehaven</p>",
Godfreys Toombul,-27.408778,153.060493,,,,"5-9 Parkland St, Nundah QLD 4012, Australia",Nundah,Queensland,Australia,,8:30am - 5:30pm,8:30am - 5:30pm,8:30am - 5:00pm,10:00am - 4:00pm,8:30am - 9:00pm,8:30am - 5:30pm,8:30am - 5:30pm,,07 3861 9752,4012,,
Godfreys Toowoomba,-27.567701,151.94699,,,,"223-225 James Street, Toowoomba QLD 4350, Australia",Toowoomba,Queensland,Australia,,8:30am - 5:30pm,8:30am - 5:30pm,8:30am - 4:00pm,9:00am - 3:00pm,8:30am - 5:30pm,8:30am - 5:30pm,8:30am - 5:30pm,,07 4637 8800,4350,,
Godfreys Townsville,-19.275655,146.759347,,,,"Domain Central Shop 13  Bldg I, 143 Duckworth Street, Garbutt, Townsville QLD 4814, Australia",Townsville,Queensland,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 4779 6664,4814,,
Godfreys Traralgon,-38.193406,146.548624,,,,"85 Argyle St, Traralgon VIC 3844, Australia",Traralgon,Victoria,Australia,,9:00 am - 5:30pm,9:00 am - 5:30pm,9:00 am - 5:30pm,9:00 am - 5:30pm,9:00 am - 5:30pm,9:00 am - 5:30pm,10:00am - 4:00pm,,03 5174 2655,3844,,
Godfreys Tuggerah,-33.309052,151.415165,,,,"Shop 1084, Westfield Shoppingtown, Cnr Wyong & Gavenlock Road, Tuggerah NSW 2259, Australia",Tuggerah,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 4353 4225,2259,,
Godfreys Tuggeranong,-35.416522,149.068336,,,,"Shop 155A, Hyperdome Shopping Centre, Anketell Street, Tuggeranong ACT 2901, Australia",Tuggeranong,Australian Capital Territory,Australia,,9:00am - 9:00 pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 6293 3364,2901,,
Godfreys Tweed Head Superstore,-28.201126,153.543782,,,,"Unit 3, 107 Minjungbal Drive, Tweed Heads NSW 2485, Australia",Tweed Heads,New South Wales,Australia,"<p>Godfreys Tweed Heads have a huge selection of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> for all types of customers. As well as the largest range of domestic vacuum cleaners in Tweed Heads, you will find lots of <a href=""http://www.godfreys.com.au/commercial-vacuum-cleaners"" target=""_blank"">commercial vacuums</a> and chemicals to help tackle any cleaning situation.</p>
<p>&nbsp;</p>
<p>If you are looking for asthma-friendly vacuum cleaners then you're in luck, and Godfreys Tweed Heads also have a wonderful selection of carpet shampooers and steamers. Come and see&nbsp;Dave, Pat and the team and experience their exceptional customer service for yourself!</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 5524 4077,2485,"Banora Point, Coolangatta, Kirra, Terranora, Tugun, Tweed Heads, Northen NSW Towns (from Lismore to Kingscliff)",
Godfreys Underwood,-27.617925,153.110708,,,,"Unit 4, 39-45 Compton Road, Underwood QLD 4119, Australia",Underwood,Queensland,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 3208 8738,4119,,
Godfreys Unley Superstore,-34.95225,138.607277,,,,"230 Unley Road, Unley  SA 5108, Australia",Unley ,South Australia,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8271 8107,5108,,
Godfreys Victor Harbor,-35.551934,138.622396,,,,"Shop 2, 7 Torrens Street, Victor Harbor SA 5211, Australia",Victor Harbor,South Australia,Australia,,9:00am - 9:00pm,9:00am - 5:00pm,9:00am - 5:00pm,Closed,9:00am - 9:00pm,9:00am - 5:00pm,9:00am - 5:00pm,,08 8552 1855 ,5211,,
Godfreys Victoria Point Superstore,-27.587248,153.283907,,,,"Shop 3, Town Centre VIC Point Shopping Centre, 349-369 Colburn Ave, VIC Point  QLD 4165, Australia",Victoria Point ,Queensland,Australia,"<p>Godfreys Victoria Point is a great place to visit for all your cleaning needs. We have a huge selection of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>, shampooers and steam products for you to browse, and our store is fully interactive with free demonstrations of all machines available. If you have asthma or allergies, then come and talk to our friendly staff about our exclusive National Asthma Council range of <a href=""http://www.godfreys.com.au/vacuum-cleaners/speciality/asthma-vacuum-cleaners"" target=""_blank"">asthma vacuums</a> to help manage these conditions within the home.&nbsp;</p>
<p>&nbsp;</p>
<p>Godfreys Victoria Point have a comprehensive vacuum servicing and repair service, so if you are having trouble with your vacuum then bring it into the store and we'll take a look at it for you. Our friendly and experienced staff are here to answer any questions you may have, and with lots of parking available its an easy store to visit. We look forward to seeing you soon instore!</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 3207 6831,4165,"<p>Alexandra Hills, Cleveland, Cornubia, Mt Cotton, Ormiston, Redland Bay, Thornlands, Victoria Point</p>",
Godfreys Wagga Wagga,-35.120123,147.379403,,,,"Unit 7, Homebase, 7-23 Hammond Ave , Wagga Wagga NSW 2650, Australia",Wagga Wagga,New South Wales,Australia,"<p>Godfreys Wagga Wagga have a wonderful selection of domestic and commercial vacuum cleaners for you to browse. We offer free instore demonstrations so you can learn how to use your new cleaner, and our friendly and experienced staff will help you find the best product for your needs.</p>
<p>&nbsp;</p>
<p>Come and visit us at Godfreys Wagga Wagga, we've got all sorts of cleaners to solve any kind of situation. You'll find <a href=""http://www.godfreys.com.au/steam-shampoo/steam-cleaners"" target=""_blank"">steam cleaners</a>, stick vacuums, <a href=""http://www.godfreys.com.au/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a>, commercial cleaning products, and much, much more!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 6921 5726,2650,"<p>Coolamon, Cootamundra, Griffith, Gundagai, Junee, Leeton, Narrandera, Temora, The Rock, Tumut, Uranquinty, Wagga Wagga, West Wyalong</p>",
Godfreys Wairau Park,-36.767458,174.73913,,,,"Unit 1, 11E Link Drive, Glenfield  627, New Zealand",Glenfield,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,09 442 2120,627,,
Godfreys Waitakere ,-36.882514,174.635905,,,,"Shop M, 5 Vitasovich Ave, Henderson  612, New Zealand",Henderson,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5.30pm,9am - 7pm,9am - 5.30pm,9am - 5.30pm,,09 837 0589,612,,
Godfreys Warrawong,-34.485438,150.887561,,,,"Westfield Bayview, Cnr King & Cowper Street, Warrawong NSW 2502, Australia",Warrawong,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 4274 9478,2502,,
Godfreys Warringah Mall,-33.769658,151.265945,,,,"Shop 75B, Warringah Mall, Cnr Old Pittwater Road & Condamine Street, Warringah Mall NSW 2100, Australia",Warringah Mall,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 9938 5022,2100,,
Godfreys Warrnambool,-38.379893,142.480987,,,,"180 Lava Street, Warrnambool VIC 3280, Australia",Warrnambool,Victoria,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 12:00pm,Closed,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 5562 1185,3280,,
Godfreys Waurn Ponds,-38.199204,144.319941,,,,"Shop 402, Waurn Ponds Shopping Centre, 173-199 Pioneer Road, Grovedale , Waurn Ponds VIC 3216, Australia",Waurn Ponds,Victoria,Australia,"<p>At Godfreys Waurn Ponds we are proud to offer personal and friendly customer service to all of our customers. We have a wide range of cleaning machines, including domestic vacuums, commercial vacuums, <a href=""http://www.godfreys.com.au/steam-shampoo/steam-cleaners"" target=""_blank"">steam cleaners</a> and more.&nbsp;</p>
<p>&nbsp;</p>
<p>Godfreys Waurn Ponds has very competitive pricing, and we are also happy to provide free expert demonstrations of our machines so that you feel comfortable using your new cleaner when you get it home. Come and see us today, we look forward to seeing you instore!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 5243 1715,3216,"<p>Belmont, Colac, Grovedale, Highton, South Geelong, Torquay, Waurn Ponds</p>",
Godfreys Wellington Airport,-41.326252,174.802393,,,,"Shop 10, Tirangi Rd, Airport Retail Park, Wellington Airport  6022, New Zealand",Wellington Airport,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,04 387 3267,6022,,
Godfreys Wellington Porirua,-41.130771,174.837112,,,,"Porirua Megacentre, Shop 1, 12 Semple Street, Porirua, Wellington  5022, New Zealand",Wellington,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 6pm,9am - 5.30pm,9am - 5.30pm,,04 237 4027,5022,,
Godfreys West Lakes,-34.879832,138.492998,,,,"Shop 253B, Westfield, 111 West Lakes Boulevard, West Lakes SA 5021, Australia",West Lakes,South Australia,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8353 0577 ,5021,,
Godfreys Wetherill Park,-33.857776,150.907627,,,,"Shop 45B, Stockland Wetherill Park, Polding Street, Wetherill Park NSW 2164, Australia",Wetherill Park,New South Wales,Australia,,8:00am - 5:30pm,8:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,8:00am - 7:00pm,8:00am - 5:30pm,8:00am - 5:30pm,,02 9604 8444,2164,,
Godfreys Whitford City,-31.796674,115.752017,,,,"Westfield Whitford Shopping Centre, Cnr Marmion & Whitfords Avenues , Hillarys WA 6025, Australia",Hillarys,Western Australia,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08  9402 9077 ,6025,,
Godfreys Woden,-35.345323,149.085283,,,,"Shop 51, Westfield Woden Plaza, Keltie Street, Woden ACT 2606, Australia",Woden,Australian Capital Territory,Australia,,9:00am - 9:00 pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 6282 5588,2606,,
Godreys Newmarket,-27.43649,153.007134,,,,"153 Enoggera Road, Newmarket QLD 4051, Australia",Newmarket,Queensland,Australia,,8:30am - 5:30pm,8:30am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,8:30am - 5:30pm,8:30am - 5:30pm,,07 3352 3259 ,4051,,
